KEY,FREQ,REF_AREA,CURRENCY,PROVIDER_FM,INSTRUMENT_FM,PROVIDER_FM_ID,DATA_TYPE_FM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,FM_CONTRACT_TIME,FM_COUPON_RATE,FM_IDENTIFIER,FM_LOT_SIZE,FM_MATURITY,FM_OUTS_AMOUNT,FM_PUT_CALL,FM_STRIKE_PRICE,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,SOURCE_AGENCY,SOURCE_PUB,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y,2022-10-03,2.1853803414001574,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y10M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y10M,2022-10-03,2.2705977612828745,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y11M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y11M,2022-10-03,2.2801442339212246,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y1M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y1M,2022-10-03,2.1929103914765267,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y2M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y2M,2022-10-03,2.2006788421022208,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y3M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y3M,2022-10-03,2.2086828811599113,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y4M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y4M,2022-10-03,2.216916790985884,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y5M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y5M,2022-10-03,2.225372565235547,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y6M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y6M,2022-10-03,2.2340404279213533,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y7M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y7M,2022-10-03,2.242909268722573,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y8M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y8M,2022-10-03,2.251967006719198,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y9M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y9M,2022-10-03,2.2612008930180547,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4M,2022-10-03,1.0299473434228215,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y,2022-10-03,2.2898268905934303,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y10M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y10M,2022-10-03,2.3913655369397064,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y11M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y11M,2022-10-03,2.4017416245431886,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y1M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y1M,2022-10-03,2.2996324047691172,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y2M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y2M,2022-10-03,2.3095476532457226,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y3M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y3M,2022-10-03,2.3195598028432824,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y4M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y4M,2022-10-03,2.329656377885848,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y5M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y5M,2022-10-03,2.3398253115591907,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y6M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y6M,2022-10-03,2.35005498378577,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y7M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y7M,2022-10-03,2.360334247871482,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y8M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y8M,2022-10-03,2.370652447846098,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y9M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y9M,2022-10-03,2.380999428133226,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5M,2022-10-03,1.2079706884576864,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y,2022-10-03,2.4121190374753714,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y10M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y10M,2022-10-03,2.5143930522446603,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y11M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y11M,2022-10-03,2.5243431364386084,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y1M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y1M,2022-10-03,2.4224896094430366,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y2M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y2M,2022-10-03,2.432845649695906,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y3M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y3M,2022-10-03,2.443179929436486,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y4M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y4M,2022-10-03,2.453485666769756,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y5M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y5M,2022-10-03,2.463756510607503,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y6M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y6M,2022-10-03,2.4739865238713175,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y7M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y7M,2022-10-03,2.484170166278026,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y8M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y8M,2022-10-03,2.494302276940167,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y9M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y9M,2022-10-03,2.5043780569707326,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_6M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_6M,2022-10-03,1.358090336959652,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 6-month maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 6-month maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_6Y,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_6Y,2022-10-03,2.5342244944444277,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 6-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 6-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_6Y10M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_6Y10M,2022-10-03,2.628610630375538,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 6-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 6-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_6Y11M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_6Y11M,2022-10-03,2.6375581437116797,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 6-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 6-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_6Y1M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_6Y1M,2022-10-03,2.544033606229862,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 6-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 6-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_6Y2M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_6Y2M,2022-10-03,2.5537672312016837,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 6-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 6-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_6Y3M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_6Y3M,2022-10-03,2.563422393111218,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 6-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 6-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_6Y4M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_6Y4M,2022-10-03,2.5729963655295416,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 6-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 6-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_6Y5M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_6Y5M,2022-10-03,2.582486657909216,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 6-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 6-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_6Y6M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_6Y6M,2022-10-03,2.5918910022408204,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 6-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 6-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_6Y7M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_6Y7M,2022-10-03,2.601207340305626,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 6-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 6-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_6Y8M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_6Y8M,2022-10-03,2.610433811520082,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 6-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 6-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
